,level1,level2,level3,info1,info2
1391,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00740 Riboflavin metabolism [PATH:ncr00740],"D      NCU05983 3,4-dihydroxy-2-butanone 4-phosphate synthase","K02858 ribB; 3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]"
1392,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00740 Riboflavin metabolism [PATH:ncr00740],"D      NCU09371 6,7-dimethyl-8-ribityllumazine synthase","K00794 ribH; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"
1393,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00740 Riboflavin metabolism [PATH:ncr00740],D      NCU07456 rib-5; riboflavin-5,K00793 ribE; riboflavin synthase [EC:2.5.1.9]
1394,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00740 Riboflavin metabolism [PATH:ncr00740],D      NCU03970 riboflavin kinase,K00861 RFK; riboflavin kinase [EC:2.7.1.26]
1395,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00740 Riboflavin metabolism [PATH:ncr00740],D      NCU06460 acid phosphatase,K01078 PHO; acid phosphatase [EC:3.1.3.2]
1396,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00740 Riboflavin metabolism [PATH:ncr00740],D      NCU09841 phosphotyrosine protein phosphatase,K14394 ACP1; low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.2 3.1.3.48]
1397,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00740 Riboflavin metabolism [PATH:ncr00740],D      NCU09233 FAD synthetase,K00953 FLAD1; FAD synthetase [EC:2.7.7.2]
1398,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00740 Riboflavin metabolism [PATH:ncr00740],D      NCU00548 MutT/nudix family protein,K01515 nudF; ADP-ribose diphosphatase [EC:3.6.1.13 3.6.1.-]
1399,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00740 Riboflavin metabolism [PATH:ncr00740],D      NCU08568 ADP-ribose pyrophosphatase,K01515 nudF; ADP-ribose diphosphatase [EC:3.6.1.13 3.6.1.-]
1400,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00750 Vitamin B6 metabolism [PATH:ncr00750],D      NCU08269 pdx-4; pyridoxine-4,K00275 pdxH; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
1401,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00750 Vitamin B6 metabolism [PATH:ncr00750],D      NCU10351 pyridoxine kinase,K00868 pdxK; pyridoxine kinase [EC:2.7.1.35]
1402,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00750 Vitamin B6 metabolism [PATH:ncr00750],D      NCU09141 mig-9; menadione-induced gene-9,K05275 E1.1.1.65; pyridoxine 4-dehydrogenase [EC:1.1.1.65]
1403,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00750 Vitamin B6 metabolism [PATH:ncr00750],D      NCU02930 hypothetical protein,K05275 E1.1.1.65; pyridoxine 4-dehydrogenase [EC:1.1.1.65]
1404,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00750 Vitamin B6 metabolism [PATH:ncr00750],D      NCU07402 pyridoxal reductase,K05275 E1.1.1.65; pyridoxine 4-dehydrogenase [EC:1.1.1.65]
1405,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00750 Vitamin B6 metabolism [PATH:ncr00750],D      NCU01429 ser-7; serine-7,K00831 serC; phosphoserine aminotransferase [EC:2.6.1.52]
1406,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00750 Vitamin B6 metabolism [PATH:ncr00750],D      NCU03425 threonine synthase,K01733 thrC; threonine synthase [EC:4.2.3.1]
1407,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00750 Vitamin B6 metabolism [PATH:ncr00750],D      NCU06550 pdx-1; pyridoxine 1,K06215 pdxS; pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]
1408,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00750 Vitamin B6 metabolism [PATH:ncr00750],D      NCU06549 pdx-2; pyridoxine-2,K08681 pdxT; pyridoxal 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]
1409,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU02998 nicotinate-nucleotide pyrophosphorylase,K00767 nadC; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
1410,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU00649 nic-6; nicotinic acid-6,K00763 pncB; nicotinate phosphoribosyltransferase [EC:6.3.4.21]
1411,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU01500 nicotinamide riboside kinase 1,K10524 NRK1_2; nicotinamide/nicotinate riboside kinase [EC:2.7.1.22 2.7.1.173]
1412,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU01945 IMP-specific 5'-nucleotidase 1,K18550 ISN1; IMP and pyridine-specific 5'-nucleotidase [EC:3.1.3.99 3.1.3.-]
1413,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU05264 pyrimidine 5'-nucleotidase,K18551 SDT1; pyrimidine and pyridine-specific 5'-nucleotidase [EC:3.1.3.-]
1414,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU02055 uridine nucleosidase Urh1,K01240 URH1; uridine nucleosidase [EC:3.2.2.3]
1415,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU04019 nic-5; nicotinic acid-5,K06210 NMNAT; nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]
1416,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU08736 cytidylyltransferase,K19785 POF1; nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]
1417,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU00293 NADH pyrophosphatase,K03426 NUDT12_13; NAD+ diphosphatase [EC:3.6.1.22]
1418,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU04648 glutamine-dependent NAD(+) synthetase,K01950 E6.3.5.1; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]
1419,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU04737 nst-1; NAD sirtuin-1,K11121 SIR2; NAD-dependent protein deacetylase SIR2 [EC:2.3.1.286]
1420,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU00523 nst-2; NAD-dependent deacetylase sirtuin-2,K11121 SIR2; NAD-dependent protein deacetylase SIR2 [EC:2.3.1.286]
1421,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU03059 nst-3; Neurospora sir two-3,K11121 SIR2; NAD-dependent protein deacetylase SIR2 [EC:2.3.1.286]
1422,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU00203 nst-5; SIR2 family histone deacetylase,K11414 SIRT4; NAD-dependent protein deacetylase/lipoamidase sirtuin 4 [EC:2.3.1.286 2.3.1.313]
1423,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU05973 nst-6; NAD sirtuin-6,K11415 SIRT5; NAD-dependent protein deacetylase sirtuin 5 [EC:2.3.1.286]
1424,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU07624 nst-7; transcriptional regulator,K11417 SIRT7; NAD-dependent protein deacetylase sirtuin 7 [EC:2.3.1.286]
1425,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU03267 NAD+ kinase Utr1,K00858 ppnK; NAD+ kinase [EC:2.7.1.23]
1426,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU03741 NAD kinase/ATP NAD kinase,K00858 ppnK; NAD+ kinase [EC:2.7.1.23]
1427,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU01140 NAD(P) transhydrogenase,K00323 NNT; proton-translocating NAD(P)+ transhydrogenase [EC:7.1.1.1]
1428,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00760 Nicotinate and nicotinamide metabolism [PATH:ncr00760],D      NCU00936 succinate semialdehyde dehydrogenase,K00135 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
1429,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU07982 acetolactate synthase,K01652 E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
1430,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU01666 ilv-4; isoleucine-valine-4,K01653 E2.2.1.6S; acetolactate synthase I/III small subunit [EC:2.2.1.6]
1431,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU03608 ilv-2; isoleucine + valine-2,K00053 ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
1432,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU04579 dihydroxy-acid dehydratase,K01687 ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]
1433,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU05683 dihydroxy-acid dehydratase,K01687 ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]
1434,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU10048 pan-2; pantothenic acid-2,K00606 panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]
1435,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU07836 pan-3; pantotheic acid-3,K00077 panE; 2-dehydropantoate 2-reductase [EC:1.1.1.169]
1436,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU08661 pan-4; pantothenic acid-4,K01918 panC; pantoate--beta-alanine ligase [EC:6.3.2.1]
1437,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU03154 pantothenate kinase,K09680 PANK1_2_3; type II pantothenate kinase [EC:2.7.1.33]
1438,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU09090 phosphopantothenate-cysteine ligase,K01922 PPCS; phosphopantothenate---cysteine ligase (ATP) [EC:6.3.2.51]
1439,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU04237 phosphopantothenoylcysteine decarboxylase,K01598 PPCDC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]
1440,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU00369 dephospho-CoA kinase,K00859 coaE; dephospho-CoA kinase [EC:2.7.1.24]
1441,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU00581 phosphopantetheinyl transferase,K06133 LYS5; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]
1442,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU04754 ilv-6; isoleucine-valine-6,K00826 E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
1443,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU00792 branched-chain-amino-acid aminotransferase,K00826 E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
1444,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU04292 branched-chain-amino-acid aminotransferase,K00826 E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
1445,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU03415 aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
1446,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU07053 aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
1447,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00770 Pantothenate and CoA biosynthesis [PATH:ncr00770],D      NCU00378 aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
1448,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00780 Biotin metabolism [PATH:ncr00780],D      NCU00056 cem-1; condensing enzyme with mitochondrial function,K09458 fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
1449,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00780 Biotin metabolism [PATH:ncr00780],D      NCU07964 3-oxoacyl-(acyl-carrier-protein) reductase,K00059 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
1450,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00780 Biotin metabolism [PATH:ncr00780],D      NCU09473 3-ketoacyl-acyl carrier protein reductase,K00059 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
1451,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00780 Biotin metabolism [PATH:ncr00780],D      NCU06905 tetrahydroxynaphthalene reductase-2 reductase,K00059 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
1452,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00780 Biotin metabolism [PATH:ncr00780],D      NCU03979 bio-1; biotin-1,K01012 bioB; biotin synthase [EC:2.8.1.6]
1453,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00780 Biotin metabolism [PATH:ncr00780],D      NCU05516 biotin apo-protein ligase,K01942 HLCS; biotin---protein ligase [EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15]
1454,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU00596 lipoyltransferase,K23735 LIPT2; lipoyl(octanoyl) transferase 2 [EC:2.3.1.181]
1455,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU00565 lipoic acid synthetase,K03644 lipA; lipoyl synthase [EC:2.8.1.8]
1456,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU05421 lipoyltransferase and lipoate-protein ligase,K03800 lplA; lipoate---protein ligase [EC:6.3.1.20]
1457,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU02407 dihydrolipoyl dehydrogenase,K00382 DLD; dihydrolipoyl dehydrogenase [EC:1.8.1.4]
1458,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU06482 ace-2; acetate-2,K00161 PDHA; pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1]
1459,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU03004 ace-3; acetate-3,K00162 PDHB; pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]
1460,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU07659 ace-4; acetate-4,K00627 DLAT; pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]
1461,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU05425 tca-7; tricarboxylic acid-7,K00164 OGDH; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
1462,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU02438 dihydrolipoamide succinyltransferase,K00658 DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
1463,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU09864 2-oxoisovalerate dehydrogenase alpha subunit,K00166 BCKDHA; 2-oxoisovalerate dehydrogenase E1 component subunit alpha [EC:1.2.4.4]
1464,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU03913 2-oxoisovalerate dehydrogenase beta subunit,K00167 BCKDHB; 2-oxoisovalerate dehydrogenase E1 component subunit beta [EC:1.2.4.4]
1465,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU02704 branched-chain alpha-keto acid dehydrogenase E2 component,K09699 DBT; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]
1466,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU02475 glycine dehydrogenase,K00281 GLDC; glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]
1467,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU02727 glycine cleavage system T protein,K00605 gcvT; glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]
1468,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00785 Lipoic acid metabolism [PATH:ncr00785],D      NCU08877 glycine cleavage system H protein,K02437 gcvH; glycine cleavage system H protein
1469,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00790 Folate biosynthesis [PATH:ncr00790],D      NCU07774 gch-1; GTP cyclohydrolase-1,K01495 GCH1; GTP cyclohydrolase IA [EC:3.5.4.16]
1470,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00790 Folate biosynthesis [PATH:ncr00790],D      NCU08997 repressible alkaline phosphatase,K01077 E3.1.3.1; alkaline phosphatase [EC:3.1.3.1]
1471,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00790 Folate biosynthesis [PATH:ncr00790],D      NCU08153 phosphodiesterase/alkaline phosphatase D,K01113 phoD; alkaline phosphatase D [EC:3.1.3.1]
1472,A09100 Metabolism,B  09108 Metabolism of cofactors and vitamins,C    00790 Folate biosynthesis [PATH:ncr00790],D      NCU03801 alkaline phosphatase,K01113 phoD; alkaline phosphatase D [EC:3.1.3.1]
